code,parent_code,level,label_el,label_en
50211211-9,50211210-2,7,Υπηρεσίες συντήρησης κινητήρων αεροσκαφών,Aircraft-engine maintenance services
50211212-6,50211210-2,7,Υπηρεσίες επισκευής κινητήρων αεροσκαφών,Aircraft-engine repair services
50211300-0,50211000-7,5,Υπηρεσίες γενικής επισκευής αεροσκαφών,Reconditioning services of aircraft
50211310-3,50211300-0,6,Υπηρεσίες γενικής επισκευής κινητήρων αεροσκαφών,Reconditioning services of aircraft engines
50212000-4,50210000-0,4,Υπηρεσίες επισκευής και συντήρησης ελικοπτέρων,Repair and maintenance services of helicopters
50220000-3,50200000-7,3,Υπηρεσίες επισκευής και συντήρησης και συναφείς υπηρεσίες για σιδηροδρομικό υλικό και άλλο εξοπλισμό,"Repair, maintenance and associated services related to railways and other equipment"
50221000-0,50220000-3,4,Υπηρεσίες επισκευής και συντήρησης μηχανών έλξης συρμών,Repair and maintenance services of locomotives
50221100-1,50221000-0,5,Υπηρεσίες επισκευής και συντήρησης κιβωτίων ταχυτήτων μηχανών έλξης συρμών,Repair and maintenance services of locomotive gearboxes
50221200-2,50221000-0,5,Υπηρεσίες επισκευής και συντήρησης συστημάτων μετάδοσης κίνησης μηχανών έλξης συρμών,Repair and maintenance services of locomotive transmissions
50221300-3,50221000-0,5,Υπηρεσίες επισκευής και συντήρησης τροχών μηχανών έλξης συρμών,Repair and maintenance services of locomotive wheelsets
50221400-4,50221000-0,5,Υπηρεσίες επισκευής και συντήρησης συστημάτων πέδησης μηχανών έλξης συρμών,Repair and maintenance services of locomotive brakes and brake parts
50222000-7,50220000-3,4,Υπηρεσίες επισκευής και συντήρησης τροχαίου υλικού,Repair and maintenance services of rolling stock
50222100-8,50222000-7,5,Υπηρεσίες επισκευής και συντήρησης αποσβεστήρων δονήσεων,Repair and maintenance services of dampers
50223000-4,50220000-3,4,Υπηρεσίες γενικής επισκευής μηχανών έλξης συρμών,Reconditioning services of locomotives
50224000-1,50220000-3,4,Υπηρεσίες γενικής επισκευής τροχαίου υλικού,Reconditioning services of rolling stock
50224100-2,50224000-1,5,Υπηρεσίες επιδιόρθωσης καθισμάτων τροχαίου υλικού,Reconditioning services of rolling stock seats
50224200-3,50224000-1,5,Υπηρεσίες γενικής επισκευής επιβατικών βαγονιών,Reconditioning services of passenger coaches
50225000-8,50220000-3,4,Υπηρεσίες συντήρησης τροχιοδρόμων,Railway-track maintenance services
50229000-6,50220000-3,4,Διάλυση τροχαίου υλικού,Demolition of rolling stock
50230000-6,50200000-7,3,"Υπηρεσίες επισκευής, συντήρησης και συναφείς υπηρεσίες για οδούς και λοιπό εξοπλισμό","Repair, maintenance and associated services related to roads and other equipment"
50232000-0,50230000-6,4,Συντήρηση εγκαταστάσεων δημόσιου φωτισμού και φωτεινών σηματοδοτών,Maintenance services of public-lighting installations and traffic lights
50232100-1,50232000-0,5,Συντήρηση εγκαταστάσεων δημόσιου φωτισμού,Street-lighting maintenance services
50232110-4,50232100-1,6,Θέση σε λειτουργία εγκαταστάσεων δημόσιου φωτισμού,Commissioning of public lighting installations
50232200-2,50232000-0,5,Συντήρηση εγκαταστάσεων φωτεινών σηματοδοτών,Traffic-signal maintenance services
50240000-9,50200000-7,3,Υπηρεσίες επισκευής και συντήρησης και συναφείς υπηρεσίες σχετιζόμενες με σκάφη και λοιπό εξοπλισμό,"Repair, maintenance and associated services related to marine and other equipment"
50241000-6,50240000-9,4,Υπηρεσίες επισκευής και συντήρησης πλοίων,Repair and maintenance services of ships
50241100-7,50241000-6,5,Υπηρεσίες επισκευής πλοίων,Vessel repair services
50241200-8,50241000-6,5,Υπηρεσίες επισκευής πορθμείων,Ferry repair services
50242000-3,50240000-9,4,Υπηρεσίες μετατροπής πλοίων,Conversion services of ships
50243000-0,50240000-9,4,Διάλυση πλοίων,Demolition services of ships
50244000-7,50240000-9,4,Υπηρεσίες γενικής επισκευής πλοίων και σκαφών,Reconditioning services of ships or boats
50245000-4,50240000-9,4,Υπηρεσίες βελτίωσης πλοίων,Upgrading services of ships
50246000-1,50240000-9,4,Υπηρεσίες συντήρησης εξοπλισμού λιμένων,Harbour equipment maintenance services
50246100-2,50246000-1,5,Υπηρεσίες ξηρού δεξαμενισμού πλοίων,Dry-docking services
50246200-3,50246000-1,5,Υπηρεσίες συντήρησης σημαδούρων,Buoy maintenance services
50246300-4,50246000-1,5,Υπηρεσίες επισκευής και συντήρησης πλωτών εγκαταστάσεων,Repair and maintenance services of floating structures
50246400-5,50246000-1,5,Υπηρεσίες επισκευής και συντήρησης πλωτών εξεδρών,Repair and maintenance services of floating platforms
50300000-8,50000000-5,2,"Επισκευή, συντήρηση και συναφείς υπηρεσίες για προσωπικούς Η/Υ, εξοπλισμό γραφείου, τηλεπικοινωνίες και οπτικοακουστικό εξοπλισμό","Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio-visual equipment"
50310000-1,50300000-8,3,Υπηρεσίες συντήρησης και επισκευής μηχανημάτων γραφείου,Maintenance and repair of office machinery
50311000-8,50310000-1,4,Υπηρεσίες συντήρησης και επισκευής λογιστικών μηχανών γραφείου,Maintenance and repair of office accounting machinery
50311400-2,50311000-8,5,Υπηρεσίες συντήρησης και επισκευής αριθμομηχανών και λογιστικών μηχανών,Maintenance and repair of calculators and accounting machinery
50312000-5,50310000-1,4,Υπηρεσίες συντήρησης και επισκευής εξοπλισμού ηλεκτρονικών υπολογιστών,Maintenance and repair of computer equipment
50312100-6,50312000-5,5,Υπηρεσίες συντήρησης και επισκευής κεντρικών υπολογιστών,Maintenance and repair of mainframe computers
50312110-9,50312100-6,6,Συντήρηση κεντρικών υπολογιστών,Maintenance of mainframe computers
50312120-2,50312100-6,6,Επισκευή κεντρικών υπολογιστών,Repair of mainframe computers
50312200-7,50312000-5,5,Συντήρηση και επισκευή μεσαίων υπολογιστών,Maintenance and repair of minicomputers
50312210-0,50312200-7,6,Συντήρηση μεσαίων υπολογιστών,Maintenance of minicomputers
50312220-3,50312200-7,6,Επισκευή μεσαίων υπολογιστών,Repair of minicomputers
50312300-8,50312000-5,5,Επισκευή και συντήρηση εξοπλισμού δικτύου δεδομένων,Maintenance and repair of data network equipment
50312310-1,50312300-8,6,Συντήρηση εξοπλισμού δικτύου δεδομένων,Maintenance of data network equipment
50312320-4,50312300-8,6,Επισκευή εξοπλισμού δικτύου δεδομένων,Repair of data network equipment
50312400-9,50312000-5,5,Συντήρηση και επισκευή μικροϋπολογιστών,Maintenance and repair of microcomputers
50312410-2,50312400-9,6,Συντήρηση μικροϋπολογιστών,Maintenance of microcomputers
50312420-5,50312400-9,6,Επισκευή μικροϋπολογιστών,Repair of microcomputers
50312600-1,50312000-5,5,Συντήρηση και επισκευή εξοπλισμού τεχνολογίας των πληροφοριών,Maintenance and repair of information technology equipment
50312610-4,50312600-1,6,Συντήρηση εξοπλισμού τεχνολογίας των πληροφοριών,Maintenance of information technology equipment
50312620-7,50312600-1,6,Επισκευή εξοπλισμού τεχνολογίας των πληροφοριών,Repair of information technology equipment
50313000-2,50310000-1,4,Υπηρεσίες συντήρησης και επισκευής μηχανών αναπαραγωγής,Maintenance and repair of reprographic machinery
50313100-3,50313000-2,5,Υπηρεσίες επισκευής φωτοαντιγραφικών μηχανημάτων,Photocopier repair services
50313200-4,50313000-2,5,Υπηρεσίες συντήρησης φωτοαντιγραφικών μηχανημάτων,Photocopier maintenance services
50314000-9,50310000-1,4,Υπηρεσίες επισκευής και συντήρησης συσκευών τηλεομοιοτυπίας,Repair and maintenance services of facsimile machines
50315000-6,50310000-1,4,Υπηρεσίες επισκευής και συντήρησης μηχανημάτων αυτόματων τηλεφωνητών,Repair and maintenance services of telephone-answering machines
50316000-3,50310000-1,4,Υπηρεσίες επισκευής και συντήρησης μηχανών έκδοσης εισιτηρίων,Maintenance and repair of ticket-issuing machinery
50317000-0,50310000-1,4,Υπηρεσίες συντήρησης και επισκευής μηχανών ακύρωσης εισιτηρίων,Maintenance and repair of ticket-validation machinery
50320000-4,50300000-8,3,Υπηρεσίες επισκευής και συντήρησης προσωπικών Η/Υ,Repair and maintenance services of personal computers
50321000-1,50320000-4,4,Υπηρεσίες επισκευής προσωπικών Η/Υ,Repair services of personal computers
50322000-8,50320000-4,4,Υπηρεσίες συντήρησης προσωπικών Η/Υ,Maintenance services of personal computers
50323000-5,50320000-4,4,Συντήρηση και επισκευή περιφερειακού εξοπλισμού ηλεκτρονικών υπολογιστών,Maintenance and repair of computer peripherals
50323100-6,50323000-5,5,Συντήρηση περιφερειακού εξοπλισμού ηλεκτρονικών υπολογιστών,Maintenance of computer peripherals
50323200-7,50323000-5,5,Επισκευή περιφερειακού εξοπλισμού ηλεκτρονικών υπολογιστών,Repair of computer peripherals
50324000-2,50320000-4,4,Υπηρεσίες υποστήριξης προσωπικών Η/Υ,Support services of personal computers
50324100-3,50324000-2,5,Υπηρεσίες συντήρησης συστημάτων,System maintenance services
50324200-4,50324000-2,5,Υπηρεσίες προληπτικής συντήρησης,Preventive maintenance services
50330000-7,50300000-8,3,Υπηρεσίες συντήρησης εξοπλισμού τηλεπικοινωνίας,Maintenance services of telecommunications equipment
50331000-4,50330000-7,4,Υπηρεσίες επισκευής και συντήρησης γραμμών τηλεπικοινωνίας,Repair and maintenance services of telecommunications lines
50332000-1,50330000-7,4,Υπηρεσίες συντήρησης υποδομής τηλεπικοινωνιών,Telecommunications-infrastructure maintenance services
50333000-8,50330000-7,4,Υπηρεσίες συντήρησης εξοπλισμού ασύρματης επικοινωνίας,Maintenance services of radio-communications equipment
50333100-9,50333000-8,5,Υπηρεσίες επισκευής και συντήρησης ασύρματων πομπών,Repair and maintenance services of radio transmitters
50333200-0,50333000-8,5,Υπηρεσίες επισκευής και συντήρησης συσκευών ραδιοτηλεφωνίας,Repair and maintenance services of radiotelephony apparatus
50334000-5,50330000-7,4,Υπηρεσίες επισκευής και συντήρησης ενσύρματου τηλεφωνικού και τηλεγραφικού εξοπλισμού,Repair and maintenance services of line telephony and line telegraphy equipment
50334100-6,50334000-5,5,Υπηρεσίες επισκευής και συντήρησης ενσύρματου τηλεφωνικού εξοπλισμού,Repair and maintenance services of line telephony equipment
50334110-9,50334100-6,6,Συντήρηση τηλεφωνικού δικτύου,Telephone network maintenance services
50334120-2,50334100-6,6,Εκσυγχρονισμός τηλεφωνικού κέντρου,Upgrade services of telephone switching equipment
50334130-5,50334100-6,6,Υπηρεσίες επισκευής και συντήρησης τηλεφωνικών κέντρων,Repair and maintenance services of telephone switching apparatus
50334140-8,50334100-6,6,Υπηρεσίες επισκευής και συντήρησης συσκευών τηλεφωνίας,Repair and maintenance services of telephone sets
50334200-7,50334000-5,5,Υπηρεσίες επισκευής και συντήρησης ενσύρματου τηλεγραφικού εξοπλισμού,Repair and maintenance services of line telegraphy equipment
50334300-8,50334000-5,5,Υπηρεσίες επισκευής και συντήρησης ενσύρματου εξοπλισμού τηλετύπου,Repair and maintenance services of line telex equipment
50334400-9,50334000-5,5,Υπηρεσίες συντήρησης συστήματος επικοινωνίας,Communications system maintenance services
50340000-0,50300000-8,3,Υπηρεσίες επισκευής και συντήρησης οπτικοακουστικού εξοπλισμού,Repair and maintenance services of audio-visual and optical equipment
50341000-7,50340000-0,4,Υπηρεσίες επισκευής και συντήρησης τηλεοπτικού εξοπλισμού,Repair and maintenance services of television equipment
50341100-8,50341000-7,5,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού διαλογικής τηλεοπτικογραφίας,Repair and maintenance services of videotext equipment
50341200-9,50341000-7,5,Υπηρεσίες επισκευής και συντήρησης τηλεοπτικών πομπών,Repair and maintenance services of television transmitters
50342000-4,50340000-0,4,Υπηρεσίες επισκευής και συντήρησης ακουστικού εξοπλισμού,Repair and maintenance services of audio equipment
50343000-1,50340000-0,4,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού βίντεο,Repair and maintenance services of video equipment
50344000-8,50340000-0,4,Υπηρεσίες επισκευής και συντήρησης οπτικού εξοπλισμού,Repair and maintenance services of optical equipment
50344100-9,50344000-8,5,Υπηρεσίες επισκευής και συντήρησης φωτογραφικού εξοπλισμού,Repair and maintenance services of photographic equipment
50344200-0,50344000-8,5,Υπηρεσίες επισκευής και συντήρησης κινηματογραφικού εξοπλισμού,Repair and maintenance services of cinematographic equipment
50400000-9,50000000-5,2,Υπηρεσίες επισκευής και συντήρησης ιατρικού εξοπλισμού και εξοπλισμού ακριβείας,Repair and maintenance services of medical and precision equipment
50410000-2,50400000-9,3,"Υπηρεσίες επισκευής και συντήρησης συσκευών μέτρησης, δοκιμών και ελέγχου","Repair and maintenance services of measuring, testing and checking apparatus"
50411000-9,50410000-2,4,Υπηρεσίες επισκευής και συντήρησης συσκευών μέτρησης,Repair and maintenance services of measuring apparatus
50411100-0,50411000-9,5,Υπηρεσίες επισκευής και συντήρησης μετρητών νερού,Repair and maintenance services of water meters
50411200-1,50411000-9,5,Υπηρεσίες επισκευής και συντήρησης μετρητών αερίου,Repair and maintenance services of gas meters
50411300-2,50411000-9,5,Υπηρεσίες επισκευής και συντήρησης μετρητών ηλεκτρικού ρεύματος,Repair and maintenance services of electricity meters
50411400-3,50411000-9,5,Υπηρεσίες επισκευής και συντήρησης ταχυμέτρων,Repair and maintenance services of tachometers
50411500-4,50411000-9,5,Υπηρεσίες επισκευής και συντήρησης βιομηχανικών χρονομέτρων,Repair and maintenance services of industrial time-measuring equipment
50412000-6,50410000-2,4,Υπηρεσίες επισκευής και συντήρησης συσκευών δοκιμών,Repair and maintenance services of testing apparatus
50413000-3,50410000-2,4,Υπηρεσίες επισκευής και συντήρησης συσκευών ελέγχου,Repair and maintenance services of checking apparatus
50413100-4,50413000-3,5,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού ανίχνευσης αερίου,Repair and maintenance services of gas-detection equipment
50413200-5,50413000-3,5,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού πυρόσβεσης,Repair and maintenance services of firefighting equipment
50420000-5,50400000-9,3,Υπηρεσίες επισκευής και συντήρησης ιατρικού και χειρουργικού εξοπλισμού,Repair and maintenance services of medical and surgical equipment
50421000-2,50420000-5,4,Υπηρεσίες επισκευής και συντήρησης ιατρικού εξοπλισμού,Repair and maintenance services of medical equipment
50421100-3,50421000-2,5,Υπηρεσίες επισκευής και συντήρησης αναπηρικών καρεκλών,Repair and maintenance services of wheelchairs
50421200-4,50421000-2,5,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού ακτινογραφίας,Repair and maintenance services of X-ray equipment
50422000-9,50420000-5,4,Υπηρεσίες επισκευής και συντήρησης χειρουργικού εξοπλισμού,Repair and maintenance services of surgical equipment
50430000-8,50400000-9,3,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού ακριβείας,Repair and maintenance services of precision equipment
50431000-5,50430000-8,4,Υπηρεσίες επισκευής και συντήρησης ρολογιών χειρός,Repair and maintenance services of watches
50432000-2,50430000-8,4,Υπηρεσίες επισκευής και συντήρησης ρολογιών τοίχου,Repair and maintenance services of clocks
50433000-9,50430000-8,4,Υπηρεσίες βαθμονόμησης,Calibration services
50500000-0,50000000-5,2,"Υπηρεσίες επισκευής και συντήρησης αντλιών, δικλείδων, στροφίγγων, μεταλλικών δοχείων και μηχανημάτων","Repair and maintenance services for pumps, valves, taps and metal containers and machinery"
50510000-3,50500000-0,3,"Υπηρεσίες επισκευής και συντήρησης αντλιών, δικλείδων, στροφίγγων και μεταλλικών δοχείων","Repair and maintenance services of pumps, valves, taps and metal containers"
50511000-0,50510000-3,4,Υπηρεσίες επισκευής και συντήρησης αντλιών,Repair and maintenance services of pumps
50511100-1,50511000-0,5,Υπηρεσίες επισκευής και συντήρησης αντλιών υγρών,Repair and maintenance services of liquid pumps
50511200-2,50511000-0,5,Υπηρεσίες επισκευής και συντήρησης αντλιών αερίου,Repair and maintenance services of gas pumps
50512000-7,50510000-3,4,Υπηρεσίες επισκευής και συντήρησης δικλείδων,Repair and maintenance services of valves
50513000-4,50510000-3,4,Υπηρεσίες επισκευής και συντήρησης στροφίγγων,Repair and maintenance services of taps
50514000-1,50510000-3,4,Υπηρεσίες επισκευής και συντήρησης μεταλλικών δοχείων,Repair and maintenance services of metal containers
50514100-2,50514000-1,5,Υπηρεσίες επισκευής και συντήρησης βυτίων,Repair and maintenance services of tanks
50514200-3,50514000-1,5,Υπηρεσίες επισκευής και συντήρησης δεξαμενών,Repair and maintenance services of reservoirs
50514300-4,50514000-1,5,Υπηρεσίες επισκευής περιβλήματος σωληνώσεων,Sleeving repair services
50530000-9,50500000-0,3,Υπηρεσίες επισκευής και συντήρησης μηχανημάτων,Repair and maintenance services of machinery
50531000-6,50530000-9,4,Υπηρεσίες επισκευής και συντήρησης μη ηλεκτρικών μηχανημάτων,Repair and maintenance services for non-electrical machinery
50531100-7,50531000-6,5,Υπηρεσίες επισκευής και συντήρησης καυστήρων,Repair and maintenance services of boilers
50531200-8,50531000-6,5,Υπηρεσίες συντήρησης συσκευών αερίου,Gas appliance maintenance services
50531300-9,50531000-6,5,Υπηρεσίες επισκευής και συντήρησης συμπιεστών,Repair and maintenance services of compressors
50531400-0,50531000-6,5,Υπηρεσίες επισκευής και συντήρησης γερανών,Repair and maintenance services of cranes
50531500-1,50531000-6,5,Υπηρεσίες επισκευής και συντήρησης γερανών-πύργων,Repair and maintenance services of derricks
50531510-4,50531500-1,6,Υπηρεσίες αποσυναρμολόγησης πύργων γεώτρησης,Derrick-dismantling services
50532000-3,50530000-9,4,"Υπηρεσίες επισκευής και συντήρησης ηλεκτρικών μηχανημάτων, συσκευών και συναφούς εξοπλισμού","Repair and maintenance services of electrical machinery, apparatus and associated equipment"
50532100-4,50532000-3,5,Υπηρεσίες επισκευής και συντήρησης ηλεκτρικών κινητήρων,Repair and maintenance services of electric motors
50532200-5,50532000-3,5,Υπηρεσίες επισκευής και συντήρησης μετασχηματιστών,Repair and maintenance services of transformers
50532300-6,50532000-3,5,Υπηρεσίες επισκευής και συντήρησης γεννητριών,Repair and maintenance services of generators
50532400-7,50532000-3,5,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού διανομής ηλεκτρικού ρεύματος,Repair and maintenance services of electrical distribution equipment
50600000-1,50000000-5,2,Υπηρεσίες επισκευής και συντήρησης υλικών ασφαλείας και άμυνας,Repair and maintenance services of security and defence materials
50610000-4,50600000-1,3,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού ασφαλείας,Repair and maintenance services of security equipment
50620000-7,50600000-1,3,Υπηρεσίες επισκευής και συντήρησης πυροβόλων όπλων και πυρομαχικών,Repair and maintenance services of firearms and ammunition
50630000-0,50600000-1,3,Υπηρεσίες επισκευής και συντήρησης στρατιωτικών οχημάτων,Repair and maintenance services of military vehicles
50640000-3,50600000-1,3,Υπηρεσίες επισκευής και συντήρησης πολεμικών πλοίων,Repair and maintenance services of warships
50650000-6,50600000-1,3,"Υπηρεσίες επισκευής και συντήρησης εξοπλισμού στρατιωτικών αεροσκαφών, πυραύλων και διαστημικών αεροσκαφών","Repair and maintenance services of military aircrafts, missiles and spacecrafts"
50660000-9,50600000-1,3,Υπηρεσίες επισκευής και συντήρησης στρατιωτικών ηλεκτρονικών συστημάτων,Repair and maintenance services of military electronic systems
50700000-2,50000000-5,2,Υπηρεσίες επισκευής και συντήρησης εγκαταστάσεων κτιρίου,Repair and maintenance services of building installations
50710000-5,50700000-2,3,Υπηρεσίες επισκευής και συντήρησης ηλεκτρομηχανολογικών εγκαταστάσεων κτιρίου,Repair and maintenance services of electrical and mechanical building installations
50711000-2,50710000-5,4,Υπηρεσίες επισκευής και συντήρησης ηλεκτρολογικών εγκαταστάσεων κτιρίου,Repair and maintenance services of electrical building installations
50712000-9,50710000-5,4,Υπηρεσίες επισκευής και συντήρησης μηχανολογικών εγκαταστάσεων κτιρίου,Repair and maintenance services of mechanical building installations
50720000-8,50700000-2,3,Υπηρεσίες επισκευής και συντήρησης εγκαταστάσεων κεντρικής θέρμανσης,Repair and maintenance services of central heating
50721000-5,50720000-8,4,Θέση σε λειτουργία εγκαταστάσεων θέρμανσης,Commissioning of heating installations
50730000-1,50700000-2,3,Υπηρεσίες επισκευής και συντήρησης ψυκτικών συγκροτημάτων,Repair and maintenance services of cooler groups
50740000-4,50700000-2,3,Υπηρεσίες επισκευής και συντήρησης κυλιόμενων κλιμάκων,Repair and maintenance services of escalators
50750000-7,50700000-2,3,Υπηρεσίες συντήρησης ανελκυστήρων,Lift-maintenance services
50760000-0,50700000-2,3,Επισκευή και συντήρηση δημόσιων αποχωρητηρίων,Repair and maintenance of public conveniences
50800000-3,50000000-5,2,Διάφορες υπηρεσίες επισκευής και συντήρησης,Miscellaneous repair and maintenance services
50810000-6,50800000-3,3,Υπηρεσίες επισκευής κοσμημάτων,Repair services of jewellery
50820000-9,50800000-3,3,Υπηρεσίες επισκευής δερμάτινων προσωπικών ειδών,Repair services of leather personal goods
50821000-6,50820000-9,4,Υπηρεσίες επιδιόρθωσης μποτών,Repair services of boots
50822000-3,50820000-9,4,Υπηρεσίες επιδιόρθωσης υποδημάτων,Repair services of shoes
50830000-2,50800000-3,3,Υπηρεσίες επιδιόρθωσης ενδυμάτων και υφασμάτινων ειδών,Repair services of garments and textiles
50840000-5,50800000-3,3,Υπηρεσίες επισκευής και συντήρησης όπλων και οπλικών συστημάτων,Repair and maintenance services of weapons and weapon systems
50841000-2,50840000-5,4,Υπηρεσίες επισκευής και συντήρησης όπλων,Repair and maintenance services of weapons
50842000-9,50840000-5,4,Υπηρεσίες επισκευής και συντήρησης οπλικών συστημάτων,Repair and maintenance services of weapon systems
50850000-8,50800000-3,3,Υπηρεσίες επισκευής και συντήρησης επίπλων,Repair and maintenance services of furniture
50860000-1,50800000-3,3,Υπηρεσίες επισκευής και συντήρησης μουσικών οργάνων,Repair and maintenance services of musical instruments
50870000-4,50800000-3,3,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού παιδικής χαράς,Repair and maintenance services of playground equipment
50880000-7,50800000-3,3,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού ξενοδοχείου και εστιατορίου,Repair and maintenance services of hotel and restaurant equipment
50881000-4,50880000-7,4,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού ξενοδοχείου,Repair and maintenance services of hotel equipment
50882000-1,50880000-7,4,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού εστιατορίου,Repair and maintenance services of restaurant equipment
50883000-8,50880000-7,4,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού τροφοδοσίας,Repair and maintenance services of catering equipment
50884000-5,50880000-7,4,Υπηρεσίες επισκευής και συντήρησης εξοπλισμού κατασκήνωσης,Repair and maintenance services of camping equipment
51000000-9,,1,Υπηρεσίες εγκατάστασης (εκτός από υπηρεσίες εγκατάστασης λογισμικού),Installation services (except software)
51100000-3,51000000-9,2,Υπηρεσίες εγκατάστασης ηλεκτρομηχανολογικού εξοπλισμού,Installation services of electrical and mechanical equipment
51110000-6,51100000-3,3,Υπηρεσίες εγκατάστασης ηλεκτρολογικού εξοπλισμού,Installation services of electrical equipment
51111000-3,51110000-6,4,"Υπηρεσίες εγκατάστασης ηλεκτροκινητήρων, γεννητριών και μετασχηματιστών","Installation services of electric motors, generators and transformers"
51111100-4,51111000-3,5,Υπηρεσίες εγκατάστασης ηλεκτροκινητήρων,Installation services of electric motors
51111200-5,51111000-3,5,Υπηρεσίες εγκατάστασης γεννητριών,Installation services of generators
51111300-6,51111000-3,5,Υπηρεσίες εγκατάστασης μετασχηματιστών,Installation services of transformers
51112000-0,51110000-6,4,Υπηρεσίες εγκατάστασης εξοπλισμού διανομής και ελέγχου ηλεκτρικού ρεύματος,Installation services of electricity distribution and control equipment
51112100-1,51112000-0,5,Υπηρεσίες εγκατάστασης εξοπλισμού διανομής ηλεκτρικού ρεύματος,Installation services of electricity distribution equipment
51112200-2,51112000-0,5,Υπηρεσίες εγκατάστασης εξοπλισμού ελέγχου ηλεκτρικού ρεύματος,Installation services of electricity control equipment
51120000-9,51100000-3,3,Υπηρεσίες εγκατάστασης μηχανολογικού εξοπλισμού,Installation services of mechanical equipment
51121000-6,51120000-9,4,Υπηρεσίες εγκατάστασης εξοπλισμού γυμναστικής,Installation services of fitness equipment
51122000-3,51120000-9,4,Υπηρεσίες εγκατάστασης ιστών σημαίας,Installation services of flagpoles
51130000-2,51100000-3,3,"Υπηρεσίες εγκατάστασης ατμογεννητριών, στροβίλων, συμπιεστών και καυστήρων αερίου","Installation services of steam generators, turbines, compressors and burners"
51131000-9,51130000-2,4,Υπηρεσίες εγκατάστασης ατμογεννητριών,Installation services of steam generators
51133000-3,51130000-2,4,Υπηρεσίες εγκατάστασης στροβίλων,Installation services of turbines
51133100-4,51133000-3,5,Υπηρεσίες εγκατάστασης στροβίλων αερίου,Installation services of gas turbines
51134000-0,51130000-2,4,Υπηρεσίες εγκατάστασης συμπιεστών,Installation services of compressors
51135000-7,51130000-2,4,Υπηρεσίες εγκατάστασης κλιβάνων,Installation services of furnaces
51135100-8,51135000-7,5,Υπηρεσίες εγκατάστασης καυστήρων,Installation services of burners
51135110-1,51135100-8,6,Υπηρεσίες εγκατάστασης κλιβάνων αποτέφρωσης απορριμμάτων,Installation services of waste incinerators
51140000-5,51100000-3,3,Υπηρεσίες εγκατάστασης κινητήρων,Installation services of engines
51141000-2,51140000-5,4,Υπηρεσίες εγκατάστασης βενζινοκινητήρων,Installation services of petrol engines
51142000-9,51140000-5,4,Υπηρεσίες εγκατάστασης πετρελαιοκινητήρων,Installation services of diesel engines
51143000-6,51140000-5,4,Υπηρεσίες εγκατάστασης κινητήρων σιδηροδρόμου,Installation services of railway engines
51144000-3,51140000-5,4,Υπηρεσίες εγκατάστασης κινητήρων αυτοκινήτων,Installation services of vehicle engines
51145000-0,51140000-5,4,Υπηρεσίες εγκατάστασης κινητήρων πλοίων,Installation services of marine engines
51146000-7,51140000-5,4,Υπηρεσίες εγκατάστασης κινητήρων αεροσκαφών,Installation services of aircraft engines
51200000-4,51000000-9,2,"Υπηρεσίες εγκατάστασης εξοπλισμού μέτρησης, ελέγχου, δοκιμών και πλοήγησης","Installation services of equipment for measuring, checking, testing and navigating"
51210000-7,51200000-4,3,Υπηρεσίες εγκατάστασης εξοπλισμού μέτρησης,Installation services of measuring equipment
51211000-4,51210000-7,4,Υπηρεσίες εγκατάστασης εξοπλισμού χρονομέτρησης,Installation services of time-measuring equipment
51212000-1,51210000-7,4,Υπηρεσίες εγκατάστασης συσκευών καταγραφής χρόνου,Installation services of time register equipment
51213000-8,51210000-7,4,Υπηρεσίες εγκατάστασης οργάνων αποτύπωσης χρόνου,Installation services of time recorder equipment
51214000-5,51210000-7,4,Υπηρεσίες εγκατάστασης παρκομέτρων,Installation services of parking meter equipment
51215000-2,51210000-7,4,Υπηρεσίες εγκατάστασης μετεωρολογικού εξοπλισμού,Installation services of meteorological equipment
51216000-9,51210000-7,4,Υπηρεσίες εγκατάστασης γεωλογικού εξοπλισμού,Installation services of geological equipment
51220000-0,51200000-4,3,Υπηρεσίες εγκατάστασης εξοπλισμού ελέγχου,Installation services of checking equipment
51221000-7,51220000-0,4,Υπηρεσίες εγκατάστασης αυτόματων διατάξεων ελέγχου εισιτηρίων επιβατών σε αερολιμένες,Installation services of automatic airport check-in devices
51230000-3,51200000-4,3,Υπηρεσίες εγκατάστασης εξοπλισμού δοκιμών,Installation services of testing equipment
51240000-6,51200000-4,3,Υπηρεσίες εγκατάστασης εξοπλισμού ναυσιπλοΐας,Installation services of navigating equipment
51300000-5,51000000-9,2,Υπηρεσίες εγκατάστασης εξοπλισμού τηλεπικοινωνιών,Installation services of communications equipment
